respondent_id,education_level,study_hours_per_day,preferred_learning_method,main_learning_challenge,motivation_level,online_learning_opinion,device_used_for_study,compound_score,sentiment_label,top10_words,top10_words_str
137,Graduate,2,Reading notes,Lack of concentration,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
138,Graduate,6,Practice exercises,Difficulty understanding concepts,Medium,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
139,Graduate,5,Interactive discussion,Academic workload pressure,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
140,Graduate,3,Video lectures,Academic workload pressure,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
141,Graduate,3,Video lectures,Academic workload pressure,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
142,Undergraduate,5,Reading notes,Low motivation,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
143,Graduate,5,Practice exercises,Difficulty understanding concepts,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
144,Undergraduate,6,Reading notes,Low motivation,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
145,Graduate,1,Video lectures,Time management difficulty,Medium,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
146,Undergraduate,6,Practice exercises,Lack of concentration,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
147,Graduate,2,Interactive discussion,Lack of concentration,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
148,Postgraduate,5,Recorded tutorials,Time management difficulty,Medium,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
149,Undergraduate,6,Video lectures,Low motivation,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
150,Graduate,1,Reading notes,Time management difficulty,High,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
151,Graduate,3,Video lectures,Time management difficulty,Low,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
152,Graduate,3,Recorded tutorials,Internet connectivity issues,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
153,Undergraduate,4,Video lectures,Time management difficulty,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
154,Graduate,3,Practice exercises,Lack of concentration,High,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
155,Undergraduate,4,Practice exercises,Internet connectivity issues,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
156,Undergraduate,1,Recorded tutorials,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
157,Graduate,6,Reading notes,Low motivation,Low,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
158,Graduate,2,Recorded tutorials,Time management difficulty,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
159,Undergraduate,5,Practice exercises,Difficulty understanding concepts,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
160,Undergraduate,6,Recorded tutorials,Internet connectivity issues,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
161,Postgraduate,5,Practice exercises,Academic workload pressure,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
162,Postgraduate,3,Recorded tutorials,Time management difficulty,Medium,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
163,Undergraduate,1,Recorded tutorials,Lack of concentration,Low,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
164,Undergraduate,3,Interactive discussion,Academic workload pressure,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
165,Graduate,5,Video lectures,Internet connectivity issues,Medium,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
166,Undergraduate,2,Video lectures,Difficulty understanding concepts,Medium,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
167,Undergraduate,3,Practice exercises,Low motivation,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
168,Postgraduate,5,Interactive discussion,Academic workload pressure,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
169,Graduate,3,Reading notes,Academic workload pressure,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
170,Graduate,3,Reading notes,Difficulty understanding concepts,High,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
171,Graduate,2,Recorded tutorials,Low motivation,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
172,Graduate,1,Practice exercises,Difficulty understanding concepts,High,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
173,Postgraduate,1,Video lectures,Academic workload pressure,High,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
174,Undergraduate,4,Interactive discussion,Internet connectivity issues,Low,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
175,Postgraduate,6,Interactive discussion,Low motivation,Low,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
176,Postgraduate,5,Recorded tutorials,Low motivation,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
